type	name	value	zone	address	bytes	access	other
Factory	SYSCTLDCGCDMA	0xcdcdcdcd	Memory	0x400fe80c	4	readWrite	strong	
Factory	SYSCTLDCGCHIB	0xcdcdcdcd	Memory	0x400fe814	4	readWrite	strong	
Factory	SYSCTLDCGCUART	0xcdcdcdcd	Memory	0x400fe818	4	readWrite	strong	
Factory	SYSCTLDCGCSSI	0xcdcdcdcd	Memory	0x400fe81c	4	readWrite	strong	
Factory	SYSCTLDCGCI2C	0xcdcdcdcd	Memory	0x400fe820	4	readWrite	strong	
Factory	SYSCTLDCGCUSB	0xcdcdcdcd	Memory	0x400fe828	4	readWrite	strong	
Factory	SYSCTLDCGCCAN	0xcdcdcdcd	Memory	0x400fe834	4	readWrite	strong	
Factory	SYSCTLDCGCADC	0xcdcdcdcd	Memory	0x400fe838	4	readWrite	strong	
Factory	SYSCTLDCGCACMP	0xcdcdcdcd	Memory	0x400fe83c	4	readWrite	strong	
Factory	SYSCTLDCGCPWM	0xcdcdcdcd	Memory	0x400fe840	4	readWrite	strong	
Factory	SYSCTLDCGCQEI	0xcdcdcdcd	Memory	0x400fe844	4	readWrite	strong	
Factory	SYSCTLDCGCEEPROM	0xcdcdcdcd	Memory	0x400fe858	4	readWrite	strong	
Factory	SYSCTLDCGCWTIMER	0xcdcdcdcd	Memory	0x400fe85c	4	readWrite	strong	
Factory	SYSCTLPRWD	0xcdcdcdcd	Memory	0x400fea00	4	readWrite	strong	
Factory	SYSCTLPRTIMER	0xcdcdcdcd	Memory	0x400fea04	4	readWrite	strong	
Factory	SYSCTLPRGPIO	0xcdcdcdcd	Memory	0x400fea08	4	readWrite	strong	
Factory	SYSCTLPRDMA	0xcdcdcdcd	Memory	0x400fea0c	4	readWrite	strong	
Factory	SYSCTLPRHIB	0xcdcdcdcd	Memory	0x400fea14	4	readWrite	strong	
Factory	SYSCTLPRUART	0xcdcdcdcd	Memory	0x400fea18	4	readWrite	strong	
Factory	SYSCTLPRSSI	0xcdcdcdcd	Memory	0x400fea1c	4	readWrite	strong	
Factory	SYSCTLPRI2C	0xcdcdcdcd	Memory	0x400fea20	4	readWrite	strong	
Factory	SYSCTLPRUSB	0xcdcdcdcd	Memory	0x400fea28	4	readWrite	strong	
Factory	SYSCTLPRCAN	0xcdcdcdcd	Memory	0x400fea34	4	readWrite	strong	
Factory	SYSCTLPRADC	0xcdcdcdcd	Memory	0x400fea38	4	readWrite	strong	
Factory	SYSCTLPRACMP	0xcdcdcdcd	Memory	0x400fea3c	4	readWrite	strong	
Factory	SYSCTLPRPWM	0xcdcdcdcd	Memory	0x400fea40	4	readWrite	strong	
Factory	SYSCTLPRQEI	0xcdcdcdcd	Memory	0x400fea44	4	readWrite	strong	
Factory	SYSCTLPREEPROM	0xcdcdcdcd	Memory	0x400fea58	4	readWrite	strong	
Factory	SYSCTLPRWTIMER	0xcdcdcdcd	Memory	0x400fea5c	4	readWrite	strong	
Factory	UDMASTAT	0xcdcdcdcd	Memory	0x400ff000	4	readWrite	strong	
Factory	UDMACFG	0xcdcdcdcd	Memory	0x400ff004	4	writeOnly	strong	
Factory	UDMACTLBASE	0xcdcdcdcd	Memory	0x400ff008	4	readWrite	strong	
Factory	UDMAALTBASE	0xcdcdcdcd	Memory	0x400ff00c	4	readWrite	strong	
Factory	UDMAWAITSTAT	0xcdcdcdcd	Memory	0x400ff010	4	readWrite	strong	
Factory	UDMASWREQ	0xcdcdcdcd	Memory	0x400ff014	4	writeOnly	strong	
Factory	UDMAUSEBURSTSET	0xcdcdcdcd	Memory	0x400ff018	4	readWrite	strong	
Factory	UDMAUSEBURSTCLR	0xcdcdcdcd	Memory	0x400ff01c	4	writeOnly	strong	
Factory	UDMAREQMASKSET	0xcdcdcdcd	Memory	0x400ff020	4	readWrite	strong	
Factory	UDMAREQMASKCLR	0xcdcdcdcd	Memory	0x400ff024	4	writeOnly	strong	
Factory	UDMAENASET	0xcdcdcdcd	Memory	0x400ff028	4	readWrite	strong	
Factory	UDMAENACLR	0xcdcdcdcd	Memory	0x400ff02c	4	writeOnly	strong	
Factory	UDMAALTSET	0xcdcdcdcd	Memory	0x400ff030	4	readWrite	strong	
Factory	UDMAALTCLR	0xcdcdcdcd	Memory	0x400ff034	4	writeOnly	strong	
Factory	UDMAPRIOSET	0xcdcdcdcd	Memory	0x400ff038	4	readWrite	strong	
Factory	UDMAPRIOCLR	0xcdcdcdcd	Memory	0x400ff03c	4	writeOnly	strong	
Factory	UDMAERRCLR	0xcdcdcdcd	Memory	0x400ff04c	4	readWrite	strong	
Factory	UDMACHASGN	0xcdcdcdcd	Memory	0x400ff500	4	readWrite	strong	
Factory	UDMACHIS	0xcdcdcdcd	Memory	0x400ff504	4	readWrite	strong	
Factory	UDMACHMAP0	0xcdcdcdcd	Memory	0x400ff510	4	readWrite	strong	
Factory	UDMACHMAP1	0xcdcdcdcd	Memory	0x400ff514	4	readWrite	strong	
Factory	UDMACHMAP2	0xcdcdcdcd	Memory	0x400ff518	4	readWrite	strong	
Factory	UDMACHMAP3	0xcdcdcdcd	Memory	0x400ff51c	4	readWrite	strong	
Factory	S0	0x0	Register	0x200	4	readWrite	weak	
Factory	S1	0x0	Register	0x204	4	readWrite	weak	
Factory	S2	0x0	Register	0x208	4	readWrite	weak	
Factory	S3	0x0	Register	0x20c	4	readWrite	weak	
Factory	S4	0x0	Register	0x210	4	readWrite	weak	
Factory	S5	0x0	Register	0x214	4	readWrite	weak	
Factory	S6	0x0	Register	0x218	4	readWrite	weak	
Factory	S7	0x0	Register	0x21c	4	readWrite	weak	
Factory	S8	0x0	Register	0x220	4	readWrite	weak	
Factory	S9	0x0	Register	0x224	4	readWrite	weak	
Factory	S10	0x0	Register	0x228	4	readWrite	weak	
Factory	S11	0x0	Register	0x22c	4	readWrite	weak	
Factory	S12	0x0	Register	0x230	4	readWrite	weak	
Factory	S13	0x0	Register	0x234	4	readWrite	weak	
Factory	S14	0x0	Register	0x238	4	readWrite	weak	
Factory	S15	0x0	Register	0x23c	4	readWrite	weak	
Factory	S16	0x0	Register	0x240	4	readWrite	weak	
Factory	S17	0x0	Register	0x244	4	readWrite	weak	
Factory	S18	0x0	Register	0x248	4	readWrite	weak	
Factory	S19	0x0	Register	0x24c	4	readWrite	weak	
Factory	S20	0x0	Register	0x250	4	readWrite	weak	
Factory	S21	0x0	Register	0x254	4	readWrite	weak	
Factory	S22	0x0	Register	0x258	4	readWrite	weak	
Factory	S23	0x0	Register	0x25c	4	readWrite	weak	
Factory	S24	0x0	Register	0x260	4	readWrite	weak	
Factory	S25	0x0	Register	0x264	4	readWrite	weak	
Factory	S26	0x0	Register	0x268	4	readWrite	weak	
Factory	S27	0x0	Register	0x26c	4	readWrite	weak	
Factory	S28	0x0	Register	0x270	4	readWrite	weak	
Factory	S29	0x0	Register	0x274	4	readWrite	weak	
Factory	S30	0x0	Register	0x278	4	readWrite	weak	
Factory	S31	0x0	Register	0x27c	4	readWrite	weak	
Factory	D0	0x0	Register	0x280	8	readWrite	weak	
Factory	D1	0x0	Register	0x288	8	readWrite	weak	
Factory	D2	0x0	Register	0x290	8	readWrite	weak	
Factory	D3	0x0	Register	0x298	8	readWrite	weak	
Factory	D4	0x0	Register	0x2a0	8	readWrite	weak	
Factory	D5	0x0	Register	0x2a8	8	readWrite	weak	
Factory	D6	0x0	Register	0x2b0	8	readWrite	weak	
Factory	D7	0x0	Register	0x2b8	8	readWrite	weak	
Factory	D8	0x0	Register	0x2c0	8	readWrite	weak	
Factory	D9	0x0	Register	0x2c8	8	readWrite	weak	
Factory	D10	0x0	Register	0x2d0	8	readWrite	weak	
Factory	D11	0x0	Register	0x2d8	8	readWrite	weak	
Factory	D12	0x0	Register	0x2e0	8	readWrite	weak	
Factory	D13	0x0	Register	0x2e8	8	readWrite	weak	
Factory	D14	0x0	Register	0x2f0	8	readWrite	weak	
Factory	D15	0x0	Register	0x2f8	8	readWrite	weak	
Factory	FPSCR	0x2000000	Register	0x484	4	readWrite	weak	
Factory	FPCAR	0x0	Memory	0xe000ef38	4	readWrite	weak	
Factory	FPCCR	0xc0000000	Memory	0xe000ef34	4	readWrite	weak	
Factory	FPDSCR	0x0	Memory	0xe000ef3c	4	readWrite	weak	
Factory	MVFR0	0x10110021	Memory	0xe000ef40	4	readOnly	weak	
Factory	MVFR1	0x11000011	Memory	0xe000ef44	4	readOnly	weak	
Factory	MVFR2	0x0	Memory	0xe000ef48	4	readOnly	weak	
Factory	DFSR	0x0	Memory	0xe000ed30	4	readWrite	weak	
Factory	DHCSR	0x0	Memory	0xe000edf0	4	readWrite	weak	
Factory	DCRSR	0x0	Memory	0xe000edf4	4	writeOnly	weak	
Factory	DCRDR	0x0	Memory	0xe000edf8	4	readWrite	weak	
Factory	DEMCR	0x1000001	Memory	0xe000edfc	4	readWrite	weak	
Factory	DBG_PIDR4	0xcdcdcdcd	Memory	0xe000efd0	4	readWrite	weak	
Factory	DBG_PIDR5	0xcdcdcdcd	Memory	0xe000efd4	4	readOnly	weak	
Factory	DBG_PIDR6	0xcdcdcdcd	Memory	0xe000efd8	4	readOnly	weak	
Factory	DBG_PIDR7	0xcdcdcdcd	Memory	0xe000efdc	4	readOnly	weak	
Factory	DBG_PIDR0	0xcdcdcdcd	Memory	0xe000efe0	4	readOnly	weak	
Factory	DBG_PIDR1	0xcdcdcdcd	Memory	0xe000efe4	4	readOnly	weak	
Factory	DBG_PIDR2	0xcdcdcdcd	Memory	0xe000efe8	4	readOnly	weak	
Factory	DBG_PIDR3	0xcdcdcdcd	Memory	0xe000efec	4	readOnly	weak	
Factory	DBG_CIDR0	0xcdcdcdcd	Memory	0xe000eff0	4	readOnly	weak	
Factory	DBG_CIDR1	0xcdcdcdcd	Memory	0xe000eff4	4	readOnly	weak	
Factory	DBG_CIDR2	0xcdcdcdcd	Memory	0xe000eff8	4	readOnly	weak	
Factory	DBG_CIDR3	0xcdcdcdcd	Memory	0xe000effc	4	readOnly	weak	
Factory	FP_CTRL	0xcdcdcdcd	Memory	0xe0002000	4	readWrite	weak	
Factory	FP_REMAP	0xcdcdcdcd	Memory	0xe0002004	4	readWrite	weak	
Factory	FP_COMP0	0xcdcdcdcd	Memory	0xe0002008	4	readWrite	weak	
Factory	FP_COMP1	0xcdcdcdcd	Memory	0xe000200c	4	readWrite	weak	
Factory	FP_COMP2	0xcdcdcdcd	Memory	0xe0002010	4	readWrite	weak	
Factory	FP_COMP3	0xcdcdcdcd	Memory	0xe0002014	4	readWrite	weak	
Factory	FP_COMP4	0xcdcdcdcd	Memory	0xe0002018	4	readWrite	weak	
Factory	FP_COMP5	0xcdcdcdcd	Memory	0xe000201c	4	readWrite	weak	
Factory	FP_COMP6	0xcdcdcdcd	Memory	0xe0002020	4	readWrite	weak	
Factory	FP_COMP7	0xcdcdcdcd	Memory	0xe0002024	4	readWrite	weak	
Factory	FP_PIDR4	0xcdcdcdcd	Memory	0xe0002fd0	4	readOnly	weak	
Factory	FP_PIDR5	0xcdcdcdcd	Memory	0xe0002fd4	4	readOnly	weak	
Factory	FP_PIDR6	0xcdcdcdcd	Memory	0xe0002fd8	4	readOnly	weak	
Factory	FP_PIDR7	0xcdcdcdcd	Memory	0xe0002fdc	4	readOnly	weak	
Factory	FP_PIDR0	0xcdcdcdcd	Memory	0xe0002fe0	4	readOnly	weak	
Factory	FP_PIDR1	0xcdcdcdcd	Memory	0xe0002fe4	4	readOnly	weak	
Factory	FP_PIDR2	0xcdcdcdcd	Memory	0xe0002fe8	4	readOnly	weak	
Factory	FP_PIDR3	0xcdcdcdcd	Memory	0xe0002fec	4	readOnly	weak	
Factory	FP_CIDR0	0xcdcdcdcd	Memory	0xe0002ff0	4	readOnly	weak	
Factory	FP_CIDR1	0xcdcdcdcd	Memory	0xe0002ff4	4	readOnly	weak	
Factory	FP_CIDR2	0xcdcdcdcd	Memory	0xe0002ff8	4	readOnly	weak	
Factory	FP_CIDR3	0xcdcdcdcd	Memory	0xe0002ffc	4	readOnly	weak	
Factory	FP_LSR	0xcdcdcdcd	Memory	0xe0002fb4	4	readOnly	weak	
Factory	FP_LAR	0xcdcdcdcd	Memory	0xe0002fb0	4	writeOnly	weak	
Factory	DWT_CTRL	0xcdcdcdcd	Memory	0xe0001000	4	readWrite	weak	
Factory	DWT_CYCCNT	0xcdcdcdcd	Memory	0xe0001004	4	readWrite	weak	
Factory	DWT_CPICNT	0xcdcdcdcd	Memory	0xe0001008	4	readWrite	weak	
Factory	DWT_EXCCNT	0xcdcdcdcd	Memory	0xe000100c	4	readWrite	weak	
Factory	DWT_SLEEPCNT	0xcdcdcdcd	Memory	0xe0001010	4	readWrite	weak	
Factory	DWT_LSUCNT	0xcdcdcdcd	Memory	0xe0001014	4	readWrite	weak	
Factory	DWT_FOLDCNT	0xcdcdcdcd	Memory	0xe0001018	4	readWrite	weak	
Factory	DWT_PCSR	0xcdcdcdcd	Memory	0xe000101c	4	readOnly	weak	
Factory	DWT_COMP0	0xcdcdcdcd	Memory	0xe0001020	4	readWrite	weak	
Factory	DWT_MASK0	0xcdcdcdcd	Memory	0xe0001024	4	readWrite	weak	
Factory	DWT_FUNCTION0	0xcdcdcdcd	Memory	0xe0001028	4	readWrite	weak	
Factory	DWT_COMP1	0xcdcdcdcd	Memory	0xe0001030	4	readWrite	weak	
Factory	DWT_MASK1	0xcdcdcdcd	Memory	0xe0001034	4	readWrite	weak	
Factory	DWT_FUNCTION1	0xcdcdcdcd	Memory	0xe0001038	4	readWrite	weak	
Factory	DWT_COMP2	0xcdcdcdcd	Memory	0xe0001040	4	readWrite	weak	
Factory	DWT_MASK2	0xcdcdcdcd	Memory	0xe0001044	4	readWrite	weak	
Factory	DWT_FUNCTION2	0xcdcdcdcd	Memory	0xe0001048	4	readWrite	weak	
Factory	DWT_COMP3	0xcdcdcdcd	Memory	0xe0001050	4	readWrite	weak	
Factory	DWT_MASK3	0xcdcdcdcd	Memory	0xe0001054	4	readWrite	weak	
Factory	DWT_FUNCTION3	0xcdcdcdcd	Memory	0xe0001058	4	readWrite	weak	
Factory	DWT_PIDR4	0xcdcdcdcd	Memory	0xe0001fd0	4	readOnly	weak	
Factory	DWT_PIDR5	0xcdcdcdcd	Memory	0xe0001fd4	4	readOnly	weak	
Factory	DWT_PIDR6	0xcdcdcdcd	Memory	0xe0001fd8	4	readOnly	weak	
Factory	DWT_PIDR7	0xcdcdcdcd	Memory	0xe0001fdc	4	readOnly	weak	
Factory	DWT_PIDR0	0xcdcdcdcd	Memory	0xe0001fe0	4	readOnly	weak	
Factory	DWT_PIDR1	0xcdcdcdcd	Memory	0xe0001fe4	4	readOnly	weak	
Factory	DWT_PIDR2	0xcdcdcdcd	Memory	0xe0001fe8	4	readOnly	weak	
Factory	DWT_PIDR3	0xcdcdcdcd	Memory	0xe0001fec	4	readOnly	weak	
Factory	DWT_CIDR0	0xcdcdcdcd	Memory	0xe0001ff0	4	readOnly	weak	
Factory	DWT_CIDR1	0xcdcdcdcd	Memory	0xe0001ff4	4	readOnly	weak	
Factory	DWT_CIDR2	0xcdcdcdcd	Memory	0xe0001ff8	4	readOnly	weak	
Factory	DWT_CIDR3	0xcdcdcdcd	Memory	0xe0001ffc	4	readOnly	weak	
Factory	DWT_LSR	0xcdcdcdcd	Memory	0xe0001fb4	4	readOnly	weak	
Factory	DWT_LAR	0xcdcdcdcd	Memory	0xe0001fb0	4	writeOnly	weak	
Factory	ITM_STIM0	0x1000000	Memory	0xe0000000	4	readWrite	weak	
Factory	ITM_STIM1	0xcdcdcdcd	Memory	0xe0000004	4	readWrite	weak	
Factory	ITM_STIM2	0xcdcdcdcd	Memory	0xe0000008	4	readWrite	weak	
Factory	ITM_STIM3	0xcdcdcdcd	Memory	0xe000000c	4	readWrite	weak	
Factory	ITM_STIM4	0xcdcdcdcd	Memory	0xe0000010	4	readWrite	weak	
Factory	ITM_STIM5	0xcdcdcdcd	Memory	0xe0000014	4	readWrite	weak	
Factory	ITM_STIM6	0xcdcdcdcd	Memory	0xe0000018	4	readWrite	weak	
Factory	ITM_STIM7	0xcdcdcdcd	Memory	0xe000001c	4	readWrite	weak	
Factory	ITM_STIM8	0xcdcdcdcd	Memory	0xe0000020	4	readWrite	weak	
Factory	ITM_STIM9	0xcdcdcdcd	Memory	0xe0000024	4	readWrite	weak	
Factory	ITM_STIM10	0xcdcdcdcd	Memory	0xe0000028	4	readWrite	weak	
Factory	ITM_STIM11	0xcdcdcdcd	Memory	0xe000002c	4	readWrite	weak	
Factory	ITM_STIM12	0xcdcdcdcd	Memory	0xe0000030	4	readWrite	weak	
Factory	ITM_STIM13	0xcdcdcdcd	Memory	0xe0000034	4	readWrite	weak	
Factory	ITM_STIM14	0xcdcdcdcd	Memory	0xe0000038	4	readWrite	weak	
Factory	ITM_STIM15	0xcdcdcdcd	Memory	0xe000003c	4	readWrite	weak	
Factory	ITM_STIM16	0xcdcdcdcd	Memory	0xe0000040	4	readWrite	weak	
Factory	ITM_STIM17	0xcdcdcdcd	Memory	0xe0000044	4	readWrite	weak	
Factory	ITM_STIM18	0xcdcdcdcd	Memory	0xe0000048	4	readWrite	weak	
Factory	ITM_STIM19	0xcdcdcdcd	Memory	0xe000004c	4	readWrite	weak	
Factory	ITM_STIM20	0xcdcdcdcd	Memory	0xe0000050	4	readWrite	weak	
Factory	ITM_STIM21	0xcdcdcdcd	Memory	0xe0000054	4	readWrite	weak	
Factory	ITM_STIM22	0xcdcdcdcd	Memory	0xe0000058	4	readWrite	weak	
Factory	ITM_STIM23	0xcdcdcdcd	Memory	0xe000005c	4	readWrite	weak	
Factory	ITM_STIM24	0xcdcdcdcd	Memory	0xe0000060	4	readWrite	weak	
Factory	ITM_STIM25	0xcdcdcdcd	Memory	0xe0000064	4	readWrite	weak	
Factory	ITM_STIM26	0xcdcdcdcd	Memory	0xe0000068	4	readWrite	weak	
Factory	ITM_STIM27	0xcdcdcdcd	Memory	0xe000006c	4	readWrite	weak	
Factory	ITM_STIM28	0xcdcdcdcd	Memory	0xe0000070	4	readWrite	weak	
Factory	ITM_STIM29	0xcdcdcdcd	Memory	0xe0000074	4	readWrite	weak	
Factory	ITM_STIM30	0xcdcdcdcd	Memory	0xe0000078	4	readWrite	weak	
Factory	ITM_STIM31	0xcdcdcdcd	Memory	0xe000007c	4	readWrite	weak	
Factory	ITM_TER0	0xcdcdcdcd	Memory	0xe0000e00	4	readWrite	weak	
Factory	ITM_TPR	0xcdcdcdcd	Memory	0xe0000e40	4	readWrite	weak	
Factory	ITM_TCR	0xcdcdcdcd	Memory	0xe0000e80	4	readWrite	weak	
Factory	ITM_PIDR4	0xcdcdcdcd	Memory	0xe0000fd0	4	readOnly	weak	
Factory	ITM_PIDR5	0xcdcdcdcd	Memory	0xe0000fd4	4	readOnly	weak	
Factory	ITM_PIDR6	0xcdcdcdcd	Memory	0xe0000fd8	4	readOnly	weak	
Factory	ITM_PIDR7	0xcdcdcdcd	Memory	0xe0000fdc	4	readOnly	weak	
Factory	ITM_PIDR0	0xcdcdcdcd	Memory	0xe0000fe0	4	readOnly	weak	
Factory	ITM_PIDR1	0xcdcdcdcd	Memory	0xe0000fe4	4	readOnly	weak	
Factory	ITM_PIDR2	0xcdcdcdcd	Memory	0xe0000fe8	4	readOnly	weak	
Factory	ITM_PIDR3	0xcdcdcdcd	Memory	0xe0000fec	4	readOnly	weak	
Factory	ITM_CIDR0	0xcdcdcdcd	Memory	0xe0000ff0	4	readOnly	weak	
Factory	ITM_CIDR1	0xcdcdcdcd	Memory	0xe0000ff4	4	readOnly	weak	
Factory	ITM_CIDR2	0xcdcdcdcd	Memory	0xe0000ff8	4	readOnly	weak	
Factory	ITM_CIDR3	0xcdcdcdcd	Memory	0xe0000ffc	4	readOnly	weak	
Factory	ITM_LSR	0xcdcdcdcd	Memory	0xe0000fb4	4	readOnly	weak	
Factory	ITM_LAR	0xcdcdcdcd	Memory	0xe0000fb0	4	writeOnly	weak	
Factory	ROM_SCS	---	Memory	0xe00ff000	4	readOnly	weak	
Factory	ROM_DWT	---	Memory	0xe00ff004	4	readOnly	weak	
Factory	ROM_FPB	---	Memory	0xe00ff008	4	readOnly	weak	
Factory	ROM_ITM	---	Memory	0xe00ff00c	4	readOnly	weak	
Factory	ROM_TPIU	---	Memory	0xe00ff010	4	readOnly	weak	
Factory	ROM_ETM	---	Memory	0xe00ff014	4	readOnly	weak	
Factory	ROM_END	---	Memory	0xe00ff018	4	readOnly	weak	
Factory	ROM_MEMTYPE	---	Memory	0xe00fffcc	4	readOnly	weak	
Factory	ROM_PIDR4	---	Memory	0xe00fffd0	4	readOnly	weak	
Factory	ROM_PIDR5	---	Memory	0xe00fffd4	4	readOnly	weak	
Factory	ROM_PIDR6	---	Memory	0xe00fffd8	4	readOnly	weak	
Factory	ROM_PIDR7	---	Memory	0xe00fffdc	4	readOnly	weak	
Factory	ROM_PIDR0	---	Memory	0xe00fffe0	4	readOnly	weak	
Factory	ROM_PIDR1	---	Memory	0xe00fffe4	4	readOnly	weak	
Factory	ROM_PIDR2	---	Memory	0xe00fffe8	4	readOnly	weak	
Factory	ROM_PIDR3	---	Memory	0xe00fffec	4	readOnly	weak	
Factory	ROM_CIDR0	---	Memory	0xe00ffff0	4	readOnly	weak	
Factory	ROM_CIDR1	---	Memory	0xe00ffff4	4	readOnly	weak	
Factory	ROM_CIDR2	---	Memory	0xe00ffff8	4	readOnly	weak	
Factory	ROM_CIDR3	---	Memory	0xe00ffffc	4	readOnly	weak	
Factory	AFSR	0x0	Memory	0xe000ed3c	4	readWrite	weak	
Factory	AIRCR	0xfa050000	Memory	0xe000ed0c	4	readWrite	weak	
Factory	BFAR	0x0	Memory	0xe000ed38	4	readWrite	weak	
Factory	CCR	0x0	Memory	0xe000ed14	4	readWrite	weak	
Factory	CFSR	0x0	Memory	0xe000ed28	4	readWrite	weak	
Factory	CPACR	0xf00000	Memory	0xe000ed88	4	readWrite	weak	
Factory	HFSR	0x0	Memory	0xe000ed2c	4	readWrite	weak	
Factory	ICSR	0x0	Memory	0xe000ed04	4	readWrite	weak	
Factory	CPUID	0x410fc240	Memory	0xe000ed00	4	readOnly	weak	
Factory	ID_PFR0	0x30	Memory	0xe000ed40	4	readOnly	weak	
Factory	ID_PFR1	0x200	Memory	0xe000ed44	4	readOnly	weak	
Factory	ID_DFR0	0x100000	Memory	0xe000ed48	4	readOnly	weak	
Factory	ID_AFR0	0x0	Memory	0xe000ed4c	4	readOnly	weak	
Factory	ID_MMFR0	0x30	Memory	0xe000ed50	4	readOnly	weak	
Factory	ID_MMFR1	0x0	Memory	0xe000ed54	4	readOnly	weak	
Factory	ID_MMFR2	0x0	Memory	0xe000ed58	4	readOnly	weak	
Factory	ID_MMFR3	0x0	Memory	0xe000ed5c	4	readOnly	weak	
Factory	ID_ISAR0	0x1141110	Memory	0xe000ed60	4	readOnly	weak	
Factory	ID_ISAR1	0x2112000	Memory	0xe000ed64	4	readOnly	weak	
Factory	ID_ISAR2	0x21232231	Memory	0xe000ed68	4	readOnly	weak	
Factory	ID_ISAR3	0x1111131	Memory	0xe000ed6c	4	readOnly	weak	
Factory	ID_ISAR4	0x1310102	Memory	0xe000ed70	4	readOnly	weak	
Factory	ID_ISAR5	0x0	Memory	0xe000ed74	4	readOnly	weak	
Factory	MMFAR	0x0	Memory	0xe000ed34	4	readWrite	weak	
Factory	SCR	0x0	Memory	0xe000ed10	4	readWrite	weak	
Factory	VTOR	0x0	Memory	0xe000ed08	4	readWrite	weak	
Factory	SHPR1	0x0	Memory	0xe000ed18	4	readWrite	weak	
Factory	SHPR2	0x0	Memory	0xe000ed1c	4	readWrite	weak	
Factory	SHPR3	0x0	Memory	0xe000ed20	4	readWrite	weak	
Factory	SHCSR	0x0	Memory	0xe000ed24	4	readWrite	weak	
Factory	NVIC_ISER0	0x0	Memory	0xe000e100	4	readWrite	weak	
Factory	NVIC_ICER0	0x0	Memory	0xe000e180	4	readWrite	weak	
Factory	NVIC_ISPR0	0x0	Memory	0xe000e200	4	readWrite	weak	
Factory	NVIC_ICPR0	0x0	Memory	0xe000e280	4	readWrite	weak	
Factory	NVIC_ISER1	0x0	Memory	0xe000e104	4	readWrite	weak	
Factory	NVIC_ICER1	0x0	Memory	0xe000e184	4	readWrite	weak	
Factory	NVIC_ISPR1	0x0	Memory	0xe000e204	4	readWrite	weak	
Factory	NVIC_ICPR1	0x0	Memory	0xe000e284	4	readWrite	weak	
Factory	NVIC_ISER2	0x0	Memory	0xe000e108	4	readWrite	weak	
Factory	NVIC_ICER2	0x0	Memory	0xe000e188	4	readWrite	weak	
Factory	NVIC_ISPR2	0x0	Memory	0xe000e208	4	readWrite	weak	
Factory	NVIC_ICPR2	0x0	Memory	0xe000e288	4	readWrite	weak	
Factory	NVIC_ISER3	0x0	Memory	0xe000e10c	4	readWrite	weak	
Factory	NVIC_ICER3	0x0	Memory	0xe000e18c	4	readWrite	weak	
Factory	NVIC_ISPR3	0x0	Memory	0xe000e20c	4	readWrite	weak	
Factory	NVIC_ICPR3	0x0	Memory	0xe000e28c	4	readWrite	weak	
Factory	NVIC_ISER4	0x0	Memory	0xe000e110	4	readWrite	weak	
Factory	NVIC_ICER4	0x0	Memory	0xe000e190	4	readWrite	weak	
Factory	NVIC_ISPR4	0x0	Memory	0xe000e210	4	readWrite	weak	
Factory	NVIC_ICPR4	0x0	Memory	0xe000e290	4	readWrite	weak	
Factory	NVIC_ISER5	0x0	Memory	0xe000e114	4	readWrite	weak	
Factory	NVIC_ICER5	0x0	Memory	0xe000e194	4	readWrite	weak	
Factory	NVIC_ISPR5	0x0	Memory	0xe000e214	4	readWrite	weak	
Factory	NVIC_ICPR5	0x0	Memory	0xe000e294	4	readWrite	weak	
Factory	NVIC_ISER6	0x0	Memory	0xe000e118	4	readWrite	weak	
Factory	NVIC_ICER6	0x0	Memory	0xe000e198	4	readWrite	weak	
Factory	NVIC_ISPR6	0x0	Memory	0xe000e218	4	readWrite	weak	
Factory	NVIC_ICPR6	0x0	Memory	0xe000e298	4	readWrite	weak	
Factory	NVIC_ISER7	0x0	Memory	0xe000e11c	4	readWrite	weak	
Factory	NVIC_ICER7	0x0	Memory	0xe000e19c	4	readWrite	weak	
Factory	NVIC_ISPR7	0x0	Memory	0xe000e21c	4	readWrite	weak	
Factory	NVIC_ICPR7	0x0	Memory	0xe000e29c	4	readWrite	weak	
Factory	NVIC_ISER8	0x0	Memory	0xe000e120	4	readWrite	weak	
Factory	NVIC_ICER8	0x0	Memory	0xe000e1a0	4	readWrite	weak	
Factory	NVIC_ISPR8	0x0	Memory	0xe000e220	4	readWrite	weak	
Factory	NVIC_ICPR8	0x0	Memory	0xe000e2a0	4	readWrite	weak	
Factory	NVIC_ISER9	0x0	Memory	0xe000e124	4	readWrite	weak	
Factory	NVIC_ICER9	0x0	Memory	0xe000e1a4	4	readWrite	weak	
Factory	NVIC_ISPR9	0x0	Memory	0xe000e224	4	readWrite	weak	
Factory	NVIC_ICPR9	0x0	Memory	0xe000e2a4	4	readWrite	weak	
Factory	NVIC_ISER10	0x0	Memory	0xe000e128	4	readWrite	weak	
Factory	NVIC_ICER10	0x0	Memory	0xe000e1a8	4	readWrite	weak	
Factory	NVIC_ISPR10	0x0	Memory	0xe000e228	4	readWrite	weak	
Factory	NVIC_ICPR10	0x0	Memory	0xe000e2a8	4	readWrite	weak	
Factory	NVIC_ISER11	0x0	Memory	0xe000e12c	4	readWrite	weak	
Factory	NVIC_ICER11	0x0	Memory	0xe000e1ac	4	readWrite	weak	
Factory	NVIC_ISPR11	0x0	Memory	0xe000e22c	4	readWrite	weak	
Factory	NVIC_ICPR11	0x0	Memory	0xe000e2ac	4	readWrite	weak	
